,Unnamed: 0,block_id,previous_solution,timeout,model_found,shown_optimal,outcome,solver_time_in_sec,initial_n_instrs,initial_estimated_size,initial_estimated_gas,initial_length,saved_length,saved_size,saved_gas,solution_found,optimized_n_instrs,optimized_length,optimized_estimated_size,optimized_estimated_gas,checker,reason,category,real_savings
1970,1970,0x6488216d7aeC6AB3DbE55437704ab7731541a38a_ERC20_run_code_of_0_block_44_0_input,DUP3 ADD SWAP2 SWAP1 PUSH0 MSTORE PUSH 20 PUSH0 KECCAK256 SWAP1,10,TRUE,TRUE,model,0.44,10,11,55,10,0,0,0,SWAP1 PUSH0 MSTORE DUP2 ADD SWAP1 PUSH 20 PUSH0 KECCAK256 SWAP1,10,10,11,55,TRUE,,config3_5_size,0
1971,1971,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_360_1_input,PUSH 3434b990333ab731ba34b7b7 PUSH a1 SHL PUSH 64 DUP3 ADD,10,TRUE,TRUE,model,0.2,6,20,18,6,0,0,0,PUSH 3434b990333ab731ba34b7b7 PUSH a1 SHL PUSH 64 DUP3 ADD,6,6,20,18,TRUE,,config3_5_size,0
1972,1972,0x6237CeA65f68d9b78586728f4eDa3ddD1C3793bF_PikaFin_run_code_of_0_block_11_0_input,DUP1 PUSH 8af416f6 EQ PUSH [tag] 15,10,TRUE,TRUE,model,0.15,4,10,12,4,0,0,0,PUSH 8af416f6 DUP2 EQ PUSH [tag] 15,4,4,10,12,TRUE,,config3_5_size,0
1973,1973,0x6237CeA65f68d9b78586728f4eDa3ddD1C3793bF_PikaFin_run_code_of_0_block_68_0_input,CALLVALUE DUP1 ISZERO PUSH [tag] 74,10,TRUE,TRUE,model,0.09,4,6,11,4,0,0,1,CALLVALUE CALLVALUE ISZERO PUSH [tag] 74,4,4,6,10,TRUE,,config3_5_size,0
1977,1977,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_275_0_input,CALLVALUE DUP1 ISZERO PUSH [tag] 301,10,TRUE,TRUE,model,0.09,4,6,11,4,0,0,1,CALLVALUE CALLVALUE ISZERO PUSH [tag] 301,4,4,6,10,TRUE,,config3_5_size,0
1980,1980,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_552_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 1b PUSH 24 DUP3 ADD MSTORE PUSH 536166654d6174683a206164646974696f6e206f766572666c6f770000000000 PUSH 44 DUP3 ADD,10,TRUE,TRUE,model,8.43,21,63,63,21,0,0,0,PUSH 40 MLOAD PUSH 20 DUP2 PUSH 461bcd PUSH e5 SHL DUP4 MSTORE PUSH 4 ADD MSTORE PUSH 1b PUSH 24 DUP3 ADD MSTORE PUSH 536166654d6174683a206164646974696f6e206f766572666c6f770000000000 PUSH 44 DUP3 ADD,21,21,63,63,TRUE,,config3_5_size,0
1984,1984,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_run_code_of_0_block_16_0_input,DUP1 PUSH a457c2d7 EQ PUSH [tag] 17,10,TRUE,TRUE,model,0.15,4,10,12,4,0,0,0,PUSH a457c2d7 DUP2 EQ PUSH [tag] 17,4,4,10,12,TRUE,,config3_5_size,0
1987,1987,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_130_0_input,POP PUSH [tag] 92 PUSH [tag] 126 CALLDATASIZE PUSH 4 PUSH [tag] 77,10,TRUE,TRUE,model,0.19,6,13,16,6,0,0,0,POP PUSH [tag] 92 PUSH [tag] 126 CALLDATASIZE PUSH 4 PUSH [tag] 77,6,6,13,16,TRUE,,config3_5_size,0
1988,1988,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_run_code_of_0_block_309_1_input,PUSH 40 SWAP1 KECCAK256 DUP1 SLOAD PUSH 1 PUSH 1 PUSH a0 SHL SUB NOT AND PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP5 AND SWAP1 DUP2 OR SWAP1 SWAP2,10,TRUE,FALSE,model,260,24,31,2196,24,0,4,2,PUSH 40 DUP2 KECCAK256 PUSH a0 PUSH 1 DUP1 DUP3 SHL SUB DUP3 SLOAD DUP2 NOT AND SWAP4 POP SWAP1 POP DUP5 AND SWAP2 DUP3 OR SWAP1,24,24,27,2194,TRUE,,config3_5_size,4
1990,1990,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_380_0_input,PUSH 1d SLOAD DUP2 LT ISZERO PUSH [tag] 435,10,TRUE,TRUE,model,0.2,6,9,2115,6,0,0,0,PUSH 1d SLOAD DUP2 LT ISZERO PUSH [tag] 435,6,6,9,2115,TRUE,,config3_5_size,0
1997,1997,0x6237CeA65f68d9b78586728f4eDa3ddD1C3793bF_PikaFin_run_code_of_0_block_178_1_input,PUSH 72657373 PUSH e0 SHL PUSH 64 DUP3 ADD,10,TRUE,TRUE,model,0.15,6,12,18,6,0,0,0,PUSH 72657373 PUSH e0 SHL PUSH 64 DUP3 ADD,6,6,12,18,TRUE,,config3_5_size,0
1998,1998,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_240_0_input,CALLVALUE DUP1 ISZERO PUSH [tag] 258,10,TRUE,TRUE,model,0.09,4,6,11,4,0,0,1,CALLVALUE CALLVALUE ISZERO PUSH [tag] 258,4,4,6,10,TRUE,,config3_5_size,0
1999,1999,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_run_code_of_0_block_318_1_input,PUSH 40 DUP1 DUP4 KECCAK256 SWAP4 DUP9 AND DUP4 MSTORE SWAP3 SWAP1,10,TRUE,TRUE,model,0.67,11,12,60,11,0,0,0,SWAP2 DUP7 AND PUSH 40 DUP1 DUP4 KECCAK256 SWAP2 DUP4 MSTORE SWAP3,11,11,12,60,TRUE,,config3_5_size,0
2001,2001,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_run_code_of_0_block_348_0_input,DUP5 ISZERO PUSH [tag] 424,10,TRUE,TRUE,model,0.15,3,5,9,3,0,0,0,DUP5 ISZERO PUSH [tag] 424,3,3,5,9,TRUE,,config3_5_size,0
2004,2004,0x62AB956D616C25d7887e685Cf3299fBa8505e34b_SeriumInvesting_run_code_of_0_block_215_0_input,SWAP1 PUSH [tag] 185,10,TRUE,TRUE,model,0.12,2,4,6,2,0,0,0,SWAP1 PUSH [tag] 185,2,2,4,6,TRUE,,config3_5_size,0
2008,2008,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_run_code_of_0_block_283_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 4 ADD PUSH [tag] 188 SWAP1 PUSH [tag] 189,10,TRUE,TRUE,model,1.87,12,22,36,12,1,1,3,PUSH [tag] 188 PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 4 ADD PUSH [tag] 189,11,11,21,33,TRUE,,config3_5_size,1
2009,2009,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_636_0_input,PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP1 DUP12 AND PUSH0 SWAP1 DUP2 MSTORE PUSH 3 PUSH 20 MSTORE PUSH 40 DUP1 DUP3 KECCAK256 SWAP4 SWAP1 SWAP4,10,TRUE,FALSE,model,23.47,22,28,92,22,1,2,3,PUSH0 PUSH 40 SWAP2 PUSH 1 DUP1 PUSH a0 SHL SUB PUSH 3 PUSH 20 MSTORE SWAP2 DUP13 DUP4 AND DUP2 MSTORE SWAP1 DUP4 DUP3 KECCAK256,21,21,26,89,TRUE,,config3_5_size,2
2011,2011,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_initial_block_19_0_input,PUSH 1f DUP3 GT ISZERO PUSH [tag] 37,10,TRUE,TRUE,model,0.12,5,8,15,5,0,0,0,PUSH 1f DUP3 GT ISZERO PUSH [tag] 37,5,5,8,15,TRUE,,config3_5_size,0
2013,2013,0x8C3c25474530DF10046f7cDc197571F353F5AcA0_CUPMinter_run_code_of_0_block_12_0_input,DUP1 PUSH a9ed484e EQ PUSH [tag] 27,10,TRUE,TRUE,model,0.1,4,10,12,4,0,0,0,PUSH a9ed484e DUP2 EQ PUSH [tag] 27,4,4,10,12,TRUE,,config3_5_size,0
2017,2017,0x1d29Bafa88E83a6D8F757DbFAf8BAf7be8fE08Bf_LoveVote_run_code_of_0_block_296_0_input,DUP1 SWAP2 POP POP SWAP3 POP SWAP3 SWAP1 POP,10,TRUE,TRUE,model,0.26,9,9,23,9,3,3,8,SWAP4 POP POP SWAP1 POP SWAP2,6,6,6,15,TRUE,,config3_5_size,3
2019,2019,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_461_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 29 PUSH 24 DUP3 ADD MSTORE PUSH 5472616e7366657220616d6f756e74206d757374206265206772656174657220 PUSH 44 DUP3 ADD,10,TRUE,TRUE,model,5.08,21,63,63,21,0,0,0,PUSH 40 MLOAD PUSH 20 DUP2 PUSH 461bcd PUSH e5 SHL DUP4 MSTORE PUSH 4 ADD MSTORE PUSH 29 PUSH 24 DUP3 ADD MSTORE PUSH 5472616e7366657220616d6f756e74206d757374206265206772656174657220 PUSH 44 DUP3 ADD,21,21,63,63,TRUE,,config3_5_size,0
2021,2021,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_147_0_input,CALLVALUE DUP1 ISZERO PUSH [tag] 148,10,TRUE,TRUE,model,0.13,4,6,11,4,0,0,1,CALLVALUE CALLVALUE ISZERO PUSH [tag] 148,4,4,6,10,TRUE,,config3_5_size,0
2024,2024,0x6237CeA65f68d9b78586728f4eDa3ddD1C3793bF_PikaFin_run_code_of_0_block_302_0_input,SWAP3 POP SWAP3 POP SWAP3 POP PUSH0 PUSH [tag] 392 PUSH [tag] 320,10,TRUE,TRUE,model,0.56,9,13,23,9,0,0,0,SWAP3 POP SWAP3 POP SWAP3 POP PUSH0 PUSH [tag] 392 PUSH [tag] 320,9,9,13,23,TRUE,,config3_5_size,0
2026,2026,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_BitBase_run_code_of_0_block_64_0_input,PUSH [tag] 36 PUSH [tag] 98 CALLDATASIZE PUSH 4 PUSH [tag] 99,10,TRUE,TRUE,model,0.17,5,12,14,5,0,0,0,PUSH [tag] 36 PUSH [tag] 98 CALLDATASIZE PUSH 4 PUSH [tag] 99,5,5,12,14,TRUE,,config3_5_size,0
2027,2027,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_run_code_of_0_block_327_0_input,PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP4 AND PUSH0 SWAP1 DUP2 MSTORE PUSH 3 PUSH 20,10,TRUE,TRUE,model,0.47,13,18,38,13,0,1,0,PUSH 1 DUP1 PUSH a0 SHL SUB PUSH0 SWAP1 DUP5 AND DUP2 MSTORE PUSH 3 PUSH 20,13,13,17,38,TRUE,,config3_5_size,1
2032,2032,0x6488216d7aeC6AB3DbE55437704ab7731541a38a_ERC20_run_code_of_0_block_8_0_input,DUP1 PUSH a9059cbb EQ PUSH [tag] 12,10,TRUE,TRUE,model,0.1,4,10,12,4,0,0,0,PUSH a9059cbb DUP2 EQ PUSH [tag] 12,4,4,10,12,TRUE,,config3_5_size,0
2035,2035,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_run_code_of_0_block_254_0_input,PUSH 32 DUP2 GT ISZERO PUSH [tag] 326,10,TRUE,TRUE,model,0.16,5,8,15,5,0,0,0,PUSH 32 DUP2 GT ISZERO PUSH [tag] 326,5,5,8,15,TRUE,,config3_5_size,0
2036,2036,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_run_code_of_0_block_135_0_input,CALLVALUE DUP1 ISZERO PUSH [tag] 149,10,TRUE,TRUE,model,0.13,4,6,11,4,0,0,1,CALLVALUE CALLVALUE ISZERO PUSH [tag] 149,4,4,6,10,TRUE,,config3_5_size,0
2038,2038,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_574_1_input,PUSH 1bdd081cdd58d8d95959 PUSH b2 SHL PUSH 64 DUP3 ADD,10,TRUE,TRUE,model,0.22,6,18,18,6,0,0,0,PUSH 1bdd081cdd58d8d95959 PUSH b2 SHL PUSH 64 DUP3 ADD,6,6,18,18,TRUE,,config3_5_size,0
2040,2040,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_402_0_input,PUSH 4 DUP1 SLOAD PUSH 40 MLOAD PUSH 70a08231 PUSH e0 SHL DUP2 MSTORE ADDRESS SWAP3 DUP2 ADD SWAP3 SWAP1 SWAP3,10,TRUE,TRUE,model,7.33,17,24,2147,17,3,3,9,PUSH 40 MLOAD DUP1 PUSH 70a08231 PUSH e0 SHL DUP3 MSTORE ADDRESS PUSH 4 DUP1 SLOAD SWAP3 ADD,14,14,21,2138,TRUE,,config3_5_size,3
2042,2042,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_ERC721_run_code_of_0_block_217_1_input,PUSH0 PUSH 20 DUP5 DUP4 ADD ADD MSTORE DUP1 SWAP6 POP POP POP POP POP POP SWAP3 SWAP6 SWAP2 SWAP5 POP SWAP3 POP,10,FALSE,FALSE,no_model,300.26,22,23,57,22,0,0,0,,,,,,TRUE,,config3_5_size,0
2047,2047,0x6488216d7aeC6AB3DbE55437704ab7731541a38a_SamuraiFinance_run_code_of_0_block_81_0_input,PUSH [tag] 42 PUSH [tag] 125 CALLDATASIZE PUSH 4 PUSH [tag] 126,10,TRUE,TRUE,model,0.15,5,12,14,5,0,0,0,PUSH [tag] 42 PUSH [tag] 125 CALLDATASIZE PUSH 4 PUSH [tag] 126,5,5,12,14,TRUE,,config3_5_size,0
2049,2049,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_run_code_of_0_block_161_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 22 PUSH 24 DUP3 ADD MSTORE PUSH 45524332303a20617070726f766520746f20746865207a65726f206164647265 PUSH 44 DUP3 ADD,10,TRUE,TRUE,model,7.48,21,63,63,21,0,0,0,PUSH 40 MLOAD PUSH 20 DUP2 PUSH 461bcd PUSH e5 SHL DUP4 MSTORE PUSH 4 ADD MSTORE PUSH 22 PUSH 24 DUP3 ADD MSTORE PUSH 45524332303a20617070726f766520746f20746865207a65726f206164647265 PUSH 44 DUP3 ADD,21,21,63,63,TRUE,,config3_5_size,0
2050,2050,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_ERC721_run_code_of_0_block_97_0_input,PUSH0 DUP2 DUP2 MSTORE PUSH 2 PUSH 20 MSTORE PUSH 40 SWAP1 KECCAK256 SLOAD PUSH 60 SWAP1 PUSH 1 PUSH 1 PUSH a0 SHL SUB AND PUSH [tag] 150,10,TRUE,FALSE,model,298.86,20,29,2183,20,2,3,6,PUSH 60 PUSH 1 DUP1 PUSH a0 SHL PUSH 2 PUSH 20 MSTORE SUB PUSH 40 PUSH0 DUP5 DUP2 MSTORE KECCAK256 SLOAD AND PUSH [tag] 150,18,18,26,2177,TRUE,,config3_5_size,3
2051,2051,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_36_0_input,DUP1 PUSH 790ca413 EQ PUSH [tag] 33,10,TRUE,TRUE,model,0.1,4,10,12,4,0,0,0,PUSH 790ca413 DUP2 EQ PUSH [tag] 33,4,4,10,12,TRUE,,config3_5_size,0
2054,2054,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_294_0_input,DUP1 ISZERO PUSH [tag] 325,10,TRUE,TRUE,model,0.08,3,5,9,3,0,0,0,DUP1 ISZERO PUSH [tag] 325,3,3,5,9,TRUE,,config3_5_size,0
2055,2055,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_run_code_of_0_block_401_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 1c PUSH 24 DUP3 ADD MSTORE PUSH 4552433732313a20746f6b656e20616c7265616479206d696e74656400000000 PUSH 44 DUP3 ADD,10,TRUE,TRUE,model,8.38,21,63,63,21,0,0,0,PUSH 40 MLOAD PUSH 20 DUP2 PUSH 461bcd PUSH e5 SHL DUP4 MSTORE PUSH 4 ADD MSTORE PUSH 1c PUSH 24 DUP3 ADD MSTORE PUSH 4552433732313a20746f6b656e20616c7265616479206d696e74656400000000 PUSH 44 DUP3 ADD,21,21,63,63,TRUE,,config3_5_size,0
2059,2059,0x8C3c25474530DF10046f7cDc197571F353F5AcA0_CUPMinter_run_code_of_0_block_268_0_input,POP PUSH 40 MLOAD PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP5 AND SWAP1 PUSH f0ae6fd40737b5ce1fb2141bbf66a994ae5f330dc1d96514b0318ef4bdacd967 SWAP1 PUSH0 SWAP1,10,TRUE,TRUE,model,10.19,15,51,43,15,3,4,9,POP PUSH 1 DUP1 PUSH a0 SHL SUB DUP4 AND PUSH f0ae6fd40737b5ce1fb2141bbf66a994ae5f330dc1d96514b0318ef4bdacd967 PUSH0 PUSH 40 MLOAD,12,12,47,34,TRUE,,config3_5_size,4
2060,2060,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_run_code_of_0_block_328_0_input,SWAP1 SWAP2 SSTORE POP POP PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP3 AND PUSH0 SWAP1 DUP2 MSTORE PUSH 3 PUSH 20,10,TRUE,FALSE,model,109.84,18,23,5048,18,1,2,3,SWAP3 POP POP SSTORE PUSH0 DUP1 DUP4 PUSH 1 DUP1 PUSH a0 SHL SUB AND SWAP1 MSTORE PUSH 3 PUSH 20,17,17,21,5045,TRUE,,config3_5_size,2
2062,2062,0x7d657Cf5Eb3d26658eC85de8Bf8b5E4d8D40F87C_DONOTBUY_run_code_of_0_block_124_0_input,PUSH 33 DUP2 LT PUSH [tag] 152,10,TRUE,TRUE,model,0.15,4,7,12,4,0,0,0,PUSH 33 DUP2 LT PUSH [tag] 152,4,4,7,12,TRUE,,config3_5_size,0
2064,2064,0x6488216d7aeC6AB3DbE55437704ab7731541a38a_ERC20_initial_block_24_0_input,SWAP4 POP PUSH 20 DUP6 ADD MLOAD SWAP2 POP DUP1 DUP3 GT ISZERO PUSH [tag] 32,10,TRUE,TRUE,model,21.63,13,16,37,13,0,0,0,SWAP4 POP DUP5 PUSH 20 ADD MLOAD SWAP2 POP DUP1 DUP3 GT ISZERO PUSH [tag] 32,13,13,16,37,TRUE,,config3_5_size,0
2068,2068,0x62AB956D616C25d7887e685Cf3299fBa8505e34b_SeriumInvesting_run_code_of_0_block_65_0_input,POP PUSH [tag] 45 PUSH [tag] 70 CALLDATASIZE PUSH 4 PUSH [tag] 71,10,TRUE,TRUE,model,0.18,6,13,16,6,0,0,0,POP PUSH [tag] 45 PUSH [tag] 70 CALLDATASIZE PUSH 4 PUSH [tag] 71,6,6,13,16,TRUE,,config3_5_size,0
2072,2072,0x8C3c25474530DF10046f7cDc197571F353F5AcA0_CUPMinter_run_code_of_0_block_85_0_input,PUSH [tag] 111 PUSH [tag] 112 CALLDATASIZE PUSH 4 PUSH [tag] 50,10,TRUE,TRUE,model,0.16,5,12,14,5,0,0,0,PUSH [tag] 111 PUSH [tag] 112 CALLDATASIZE PUSH 4 PUSH [tag] 50,5,5,12,14,TRUE,,config3_5_size,0
2073,2073,0x8C3c25474530DF10046f7cDc197571F353F5AcA0_CUPMinter_run_code_of_0_block_293_2_input,SWAP3 MLOAD PUSH 4 DUP7 MUL PUSH 175b7a638427703f0dbe7bb9bbf987a2551717b34e79f33b5b1008d1fa01db9 DUP2 ADD SWAP2 SWAP1 SWAP2,10,TRUE,TRUE,model,0.56,11,44,35,11,2,2,6,PUSH 4 DUP7 MUL SWAP1 SWAP4 MLOAD DUP2 PUSH 175b7a638427703f0dbe7bb9bbf987a2551717b34e79f33b5b1008d1fa01db9 ADD,9,9,42,29,TRUE,,config3_5_size,2
2074,2074,0x62AB956D616C25d7887e685Cf3299fBa8505e34b_SeriumInvesting_run_code_of_0_block_227_0_input,SWAP1 SWAP2 SSTORE POP POP PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP5 AND PUSH0 SWAP1 DUP2 MSTORE PUSH d PUSH 20,10,TRUE,FALSE,model,211.66,18,23,5048,18,2,3,6,SWAP3 POP POP SSTORE PUSH0 PUSH d PUSH 20 DUP7 PUSH 1 DUP1 PUSH a0 SHL SUB AND DUP4 MSTORE,16,16,20,5042,TRUE,,config3_5_size,3
2078,2078,0x62AB956D616C25d7887e685Cf3299fBa8505e34b_SeriumInvesting_initial_block_8_0_input,PUSH 1 PUSH 1 PUSH a0 SHL SUB AND PUSH0 PUSH 1 PUSH 1 PUSH a0 SHL SUB AND PUSH ddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef PUSH 3635c9adc5dea00000 PUSH 40 MLOAD PUSH [tag] 18 SWAP2 DUP2 MSTORE PUSH 20 ADD SWAP1,10,TRUE,FALSE,model,27.66,24,75,71,24,3,6,9,PUSH 40 MLOAD PUSH 3635c9adc5dea00000 DUP2 MSTORE PUSH ddf252ad1be2c89b69c2b068fc378daa952ba7f163c4a11628f55a4df523b3ef PUSH 1 PUSH 1 PUSH 20 PUSH [tag] 18 SWAP6 SWAP5 ADD SWAP2 PUSH a0 SHL SUB PUSH0 SWAP4 AND SWAP4,21,21,69,62,TRUE,,config3_5_size,6
2080,2080,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_69_0_input,DUP1 PUSH 29370cc6 EQ PUSH [tag] 12,10,TRUE,TRUE,model,0.15,4,10,12,4,0,0,0,PUSH 29370cc6 DUP2 EQ PUSH [tag] 12,4,4,10,12,TRUE,,config3_5_size,0
2081,2081,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_412_1_input,PUSH 6f636b PUSH e8 SHL PUSH 64 DUP3 ADD,10,TRUE,TRUE,model,0.22,6,11,18,6,0,0,0,PUSH 6f636b PUSH e8 SHL PUSH 64 DUP3 ADD,6,6,11,18,TRUE,,config3_5_size,0
2083,2083,0x6237CeA65f68d9b78586728f4eDa3ddD1C3793bF_PikaFin_run_code_of_0_block_180_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 22 PUSH 24 DUP3 ADD MSTORE PUSH 45524332303a20617070726f766520746f20746865207a65726f206164647265 PUSH 44 DUP3 ADD,10,TRUE,TRUE,model,7.57,21,63,63,21,0,0,0,PUSH 40 MLOAD PUSH 20 DUP2 PUSH 461bcd PUSH e5 SHL DUP4 MSTORE PUSH 4 ADD MSTORE PUSH 22 PUSH 24 DUP3 ADD MSTORE PUSH 45524332303a20617070726f766520746f20746865207a65726f206164647265 PUSH 44 DUP3 ADD,21,21,63,63,TRUE,,config3_5_size,0
2084,2084,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_Ownable_run_code_of_0_block_40_0_input,PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP2 AND PUSH [tag] 63,10,TRUE,TRUE,model,0.27,8,13,24,8,0,1,0,DUP1 PUSH 1 DUP1 PUSH a0 SHL SUB AND PUSH [tag] 63,8,8,12,24,TRUE,,config3_5_size,1
2087,2087,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_539_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 26 PUSH 24 DUP3 ADD MSTORE PUSH 4f776e61626c653a206e6577206f776e657220697320746865207a65726f2061 PUSH 44 DUP3 ADD,10,TRUE,TRUE,model,8.56,21,63,63,21,0,0,0,PUSH 40 MLOAD PUSH 20 DUP2 PUSH 461bcd PUSH e5 SHL DUP4 MSTORE PUSH 4 ADD MSTORE PUSH 26 PUSH 24 DUP3 ADD MSTORE PUSH 4f776e61626c653a206e6577206f776e657220697320746865207a65726f2061 PUSH 44 DUP3 ADD,21,21,63,63,TRUE,,config3_5_size,0
2088,2088,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_616_0_input,PUSH0 PUSH 20 DUP3 DUP5 SUB SLT ISZERO PUSH [tag] 782,10,TRUE,TRUE,model,0.3,8,11,23,8,0,0,0,PUSH0 PUSH 20 DUP3 DUP5 SUB SLT ISZERO PUSH [tag] 782,8,8,11,23,TRUE,,config3_5_size,0
2089,2089,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_run_code_of_0_block_168_1_input,PUSH 7468616e207a65726f PUSH b8 SHL PUSH 64 DUP3 ADD,10,TRUE,TRUE,model,0.23,6,17,18,6,0,0,0,PUSH 7468616e207a65726f PUSH b8 SHL PUSH 64 DUP3 ADD,6,6,17,18,TRUE,,config3_5_size,0
2094,2094,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_47_0_input,DUP1 PUSH 57e885b9 GT PUSH [tag] 69,10,TRUE,TRUE,model,0.14,4,10,12,4,0,0,0,DUP1 PUSH 57e885b9 GT PUSH [tag] 69,4,4,10,12,TRUE,,config3_5_size,0
2095,2095,0x6237CeA65f68d9b78586728f4eDa3ddD1C3793bF_PikaFin_run_code_of_0_block_155_0_input,PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP2 AND PUSH0 SWAP1 DUP2 MSTORE PUSH 2 PUSH 20 MSTORE PUSH 40 DUP2 KECCAK256 SLOAD PUSH [tag] 137 SWAP1 PUSH [tag] 203,10,TRUE,FALSE,model,11.71,21,31,2186,21,1,2,3,PUSH0 PUSH [tag] 137 PUSH [tag] 203 DUP4 PUSH 1 DUP1 PUSH a0 SHL SUB AND DUP4 MSTORE PUSH 40 DUP4 PUSH 2 PUSH 20 MSTORE KECCAK256 SLOAD SWAP1,20,20,29,2183,TRUE,,config3_5_size,2
2096,2096,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_run_code_of_0_block_161_1_input,PUSH 7373 PUSH f0 SHL PUSH 64 DUP3 ADD,10,TRUE,TRUE,model,0.16,6,10,18,6,0,0,0,PUSH 7373 PUSH f0 SHL PUSH 64 DUP3 ADD,6,6,10,18,TRUE,,config3_5_size,0
2099,2099,0x62AB956D616C25d7887e685Cf3299fBa8505e34b_SeriumInvesting_run_code_of_0_block_128_0_input,PUSH0 PUSH [tag] 166 ADDRESS PUSH [tag] 72,10,TRUE,TRUE,model,0.15,4,8,10,4,0,0,0,PUSH0 PUSH [tag] 166 ADDRESS PUSH [tag] 72,4,4,8,10,TRUE,,config3_5_size,0
